image_id,file_name,distortion,severity,snr_db,var,amount,ksize,angle
186042,000000186042.jpg,gauss_noise,high,10.3055,1882.97,,,
186624,000000186624.jpg,gauss_noise,high,11.3003,1680.21,,,
186637,000000186637.jpg,gauss_noise,high,9.3322,1780.15,,,
186873,000000186873.jpg,gauss_noise,high,9.2675,1600.18,,,
186980,000000186980.jpg,gauss_noise,high,9.4824,2404.26,,,
187243,000000187243.jpg,gauss_noise,high,12.1065,2257.22,,,
187734,000000187734.jpg,gauss_noise,high,9.77,2128.03,,,
188439,000000188439.jpg,gauss_noise,high,11.3089,1836.92,,,
188465,000000188465.jpg,gauss_noise,high,7.0013,1884.08,,,
189226,000000189226.jpg,gauss_noise,high,10.3652,1532.97,,,
189436,000000189436.jpg,gauss_noise,high,10.1799,2369.36,,,
189451,000000189451.jpg,gauss_noise,high,8.5936,1818.66,,,
189698,000000189698.jpg,gauss_noise,high,7.5447,2372.92,,,
189806,000000189806.jpg,gauss_noise,high,11.58,1602.18,,,
190140,000000190140.jpg,gauss_noise,high,7.3488,1539.04,,,
190753,000000190753.jpg,gauss_noise,high,10.8578,1522.19,,,
190923,000000190923.jpg,gauss_noise,high,9.5792,1867.21,,,
191471,000000191471.jpg,gauss_noise,high,13.413,1696.04,,,
191580,000000191580.jpg,gauss_noise,high,9.9845,2486.76,,,
191614,000000191614.jpg,gauss_noise,high,12.3385,1841.07,,,
192047,000000192047.jpg,gauss_noise,high,8.6199,2344.68,,,
192871,000000192871.jpg,gauss_noise,high,9.4358,2072.55,,,
193181,000000193181.jpg,gauss_noise,high,9.7982,2225.54,,,
193245,000000193245.jpg,gauss_noise,high,12.0887,2138.49,,,
193743,000000193743.jpg,gauss_noise,high,7.2853,2087.59,,,
194216,000000194216.jpg,gauss_noise,high,6.2298,2254.11,,,
194471,000000194471.jpg,gauss_noise,high,12.5045,1729.67,,,
194506,000000194506.jpg,gauss_noise,high,9.7864,1757.08,,,
194724,000000194724.jpg,gauss_noise,high,9.0525,1973.67,,,
194940,000000194940.jpg,gauss_noise,high,9.4943,2259.16,,,
195754,000000195754.jpg,gauss_noise,high,5.9809,1769.37,,,
196141,000000196141.jpg,gauss_noise,high,10.2562,1814.76,,,
196185,000000196185.jpg,gauss_noise,high,11.9166,2110.22,,,
197528,000000197528.jpg,gauss_noise,high,10.2047,2140.4,,,
197796,000000197796.jpg,gauss_noise,high,10.5064,1602.31,,,
199551,000000199551.jpg,gauss_noise,high,9.5874,1905.65,,,
199681,000000199681.jpg,gauss_noise,high,5.5527,1532.68,,,
200162,000000200162.jpg,gauss_noise,high,12.0889,1780.87,,,
200252,000000200252.jpg,gauss_noise,high,8.645,2462.37,,,
200421,000000200421.jpg,gauss_noise,high,5.2848,2471.05,,,
200667,000000200667.jpg,gauss_noise,high,10.4265,1974.81,,,
200839,000000200839.jpg,gauss_noise,high,10.7345,1879.73,,,
200961,000000200961.jpg,gauss_noise,high,10.0504,2338.0,,,
201775,000000201775.jpg,gauss_noise,high,9.0805,2387.51,,,
202001,000000202001.jpg,gauss_noise,high,10.4097,1941.06,,,
202228,000000202228.jpg,gauss_noise,high,11.5018,1608.87,,,
202445,000000202445.jpg,gauss_noise,high,12.2935,2444.13,,,
203294,000000203294.jpg,gauss_noise,high,9.6283,1831.99,,,
203546,000000203546.jpg,gauss_noise,high,7.1829,2424.53,,,
203931,000000203931.jpg,gauss_noise,high,10.8337,1635.75,,,
204186,000000204186.jpg,gauss_noise,high,9.3319,1570.66,,,
204329,000000204329.jpg,gauss_noise,high,13.9257,2326.82,,,
205324,000000205324.jpg,gauss_noise,high,10.1248,1533.3,,,
205647,000000205647.jpg,gauss_noise,high,13.1659,1558.75,,,
205834,000000205834.jpg,gauss_noise,high,9.5803,1709.65,,,
206025,000000206025.jpg,gauss_noise,high,11.2737,2099.63,,,
206411,000000206411.jpg,gauss_noise,high,8.9477,1720.95,,,
206838,000000206838.jpg,gauss_noise,high,10.3243,2354.84,,,
207306,000000207306.jpg,gauss_noise,high,9.22,1685.59,,,
207585,000000207585.jpg,gauss_noise,high,9.4379,2343.68,,,
207728,000000207728.jpg,gauss_noise,high,11.975,2343.64,,,
209747,000000209747.jpg,gauss_noise,high,13.5651,1701.66,,,
209972,000000209972.jpg,gauss_noise,high,12.7154,1696.26,,,
210030,000000210030.jpg,gauss_noise,high,10.9538,1955.28,,,
210388,000000210388.jpg,gauss_noise,high,13.7289,2461.5,,,
210789,000000210789.jpg,gauss_noise,high,11.008,1848.77,,,
211069,000000211069.jpg,gauss_noise,high,8.0485,2289.7,,,
211674,000000211674.jpg,gauss_noise,high,12.6683,2010.61,,,
212895,000000212895.jpg,gauss_noise,high,11.7748,1573.46,,,
213035,000000213035.jpg,gauss_noise,high,7.7853,1930.86,,,
213086,000000213086.jpg,gauss_noise,high,11.4936,1810.77,,,
213422,000000213422.jpg,gauss_noise,high,6.2592,2344.24,,,
213445,000000213445.jpg,gauss_noise,high,10.6476,1733.23,,,
213593,000000213593.jpg,gauss_noise,high,2.8805,2357.08,,,
213816,000000213816.jpg,gauss_noise,high,11.3942,1715.93,,,
214192,000000214192.jpg,gauss_noise,high,9.7242,1756.88,,,
214720,000000214720.jpg,gauss_noise,high,11.6672,1768.91,,,
215245,000000215245.jpg,gauss_noise,high,12.8605,1717.14,,,
215259,000000215259.jpg,gauss_noise,high,11.6664,1815.82,,,
215644,000000215644.jpg,gauss_noise,high,8.4567,2067.22,,,
215778,000000215778.jpg,gauss_noise,high,11.0702,1702.86,,,
216296,000000216296.jpg,gauss_noise,high,9.6381,1721.55,,,
217219,000000217219.jpg,gauss_noise,high,9.2668,2197.37,,,
217753,000000217753.jpg,gauss_noise,high,10.5201,1649.25,,,
217948,000000217948.jpg,gauss_noise,high,6.365,1959.96,,,
218997,000000218997.jpg,gauss_noise,high,8.6114,2186.68,,,
219271,000000219271.jpg,gauss_noise,high,11.3314,2400.02,,,
219440,000000219440.jpg,gauss_noise,high,9.903,1904.13,,,
219578,000000219578.jpg,gauss_noise,high,11.2748,1901.08,,,
220310,000000220310.jpg,gauss_noise,high,8.2694,1588.44,,,
221017,000000221017.jpg,gauss_noise,high,9.4973,2200.81,,,
221291,000000221291.jpg,gauss_noise,high,14.8495,1565.44,,,
221708,000000221708.jpg,gauss_noise,high,9.4285,2383.08,,,
222094,000000222094.jpg,gauss_noise,high,11.0445,1803.23,,,
222299,000000222299.jpg,gauss_noise,high,7.8267,1960.19,,,
222455,000000222455.jpg,gauss_noise,high,11.8425,1868.01,,,
222825,000000222825.jpg,gauss_noise,high,10.8532,1789.87,,,
222863,000000222863.jpg,gauss_noise,high,10.1608,1658.15,,,
223738,000000223738.jpg,gauss_noise,high,10.3231,2429.15,,,
223747,000000223747.jpg,gauss_noise,high,7.1659,1818.91,,,
223789,000000223789.jpg,gauss_noise,high,10.9334,2324.33,,,
223959,000000223959.jpg,gauss_noise,high,10.4109,1563.77,,,
224051,000000224051.jpg,gauss_noise,high,14.4539,1682.85,,,
224093,000000224093.jpg,gauss_noise,high,8.972,2116.24,,,
224119,000000224119.jpg,gauss_noise,high,5.864,1687.89,,,
224664,000000224664.jpg,gauss_noise,high,11.6383,2171.73,,,
225184,000000225184.jpg,gauss_noise,high,7.7981,2406.14,,,
225532,000000225532.jpg,gauss_noise,high,10.7591,2084.24,,,
226154,000000226154.jpg,gauss_noise,high,9.5435,2179.7,,,
226883,000000226883.jpg,gauss_noise,high,10.8114,1678.38,,,
227044,000000227044.jpg,gauss_noise,high,11.1622,1996.91,,,
227187,000000227187.jpg,gauss_noise,high,10.2216,1942.01,,,
227478,000000227478.jpg,gauss_noise,high,9.6044,2235.29,,,
227482,000000227482.jpg,gauss_noise,high,6.7766,1538.73,,,
227511,000000227511.jpg,gauss_noise,high,11.6193,1900.58,,,
227765,000000227765.jpg,gauss_noise,high,7.8246,2479.02,,,
227898,000000227898.jpg,gauss_noise,high,11.6316,2153.21,,,
227985,000000227985.jpg,gauss_noise,high,9.7625,1981.87,,,
228981,000000228981.jpg,gauss_noise,high,11.3817,1753.39,,,
229311,000000229311.jpg,gauss_noise,high,8.2299,2114.2,,,
229601,000000229601.jpg,gauss_noise,high,9.9575,1620.12,,,
229659,000000229659.jpg,gauss_noise,high,11.9999,1509.73,,,
229948,000000229948.jpg,gauss_noise,high,9.3973,1937.88,,,
229997,000000229997.jpg,gauss_noise,high,10.2593,1580.1,,,
230166,000000230166.jpg,gauss_noise,high,7.6533,2256.61,,,
230819,000000230819.jpg,gauss_noise,high,9.6076,2268.38,,,
231088,000000231088.jpg,gauss_noise,high,9.5534,2030.03,,,
231097,000000231097.jpg,gauss_noise,high,1.6645,2446.19,,,
231339,000000231339.jpg,gauss_noise,high,8.9937,2270.37,,,
232348,000000232348.jpg,gauss_noise,high,10.1084,1777.71,,,
232563,000000232563.jpg,gauss_noise,high,6.8285,1863.06,,,
233825,000000233825.jpg,gauss_noise,high,7.4372,2395.68,,,
234607,000000234607.jpg,gauss_noise,high,11.2509,1763.81,,,
235057,000000235057.jpg,gauss_noise,high,7.836,1857.39,,,
235836,000000235836.jpg,gauss_noise,high,10.414,1848.49,,,
235857,000000235857.jpg,gauss_noise,high,9.9198,2390.51,,,
236166,000000236166.jpg,gauss_noise,high,12.5288,1582.05,,,
236426,000000236426.jpg,gauss_noise,high,9.5131,2425.72,,,
236599,000000236599.jpg,gauss_noise,high,12.0176,1572.05,,,
236784,000000236784.jpg,gauss_noise,high,10.1754,1921.92,,,
236914,000000236914.jpg,gauss_noise,high,11.3928,1544.77,,,
237118,000000237118.jpg,gauss_noise,high,9.9029,2017.29,,,
237316,000000237316.jpg,gauss_noise,high,14.0119,1932.76,,,
237864,000000237864.jpg,gauss_noise,high,11.3772,1685.83,,,
239041,000000239041.jpg,gauss_noise,high,6.2787,2063.21,,,
239274,000000239274.jpg,gauss_noise,high,9.438,2391.94,,,
239318,000000239318.jpg,gauss_noise,high,6.5433,2149.76,,,
239347,000000239347.jpg,gauss_noise,high,9.5473,1789.43,,,
240754,000000240754.jpg,gauss_noise,high,9.7673,2308.63,,,
240940,000000240940.jpg,gauss_noise,high,9.6739,1921.53,,,
241319,000000241319.jpg,gauss_noise,high,12.0396,2088.3,,,
241602,000000241602.jpg,gauss_noise,high,11.0137,2321.05,,,
241668,000000241668.jpg,gauss_noise,high,11.4256,1547.67,,,
241677,000000241677.jpg,gauss_noise,high,8.7325,2304.47,,,
242287,000000242287.jpg,gauss_noise,high,10.4019,1954.86,,,
242934,000000242934.jpg,gauss_noise,high,9.3399,1521.64,,,
243204,000000243204.jpg,gauss_noise,high,8.0886,2111.53,,,
243344,000000243344.jpg,gauss_noise,high,8.741,1907.33,,,
244019,000000244019.jpg,gauss_noise,high,10.976,1745.71,,,
244379,000000244379.jpg,gauss_noise,high,11.3551,2070.36,,,
244496,000000244496.jpg,gauss_noise,high,5.3777,2373.81,,,
244833,000000244833.jpg,gauss_noise,high,9.5425,2131.27,,,
245026,000000245026.jpg,gauss_noise,high,7.4844,2294.5,,,
246883,000000246883.jpg,gauss_noise,high,11.4954,2251.18,,,
248334,000000248334.jpg,gauss_noise,high,9.5882,1564.85,,,
248980,000000248980.jpg,gauss_noise,high,11.4931,2467.92,,,
249025,000000249025.jpg,gauss_noise,high,10.5678,2498.64,,,
249129,000000249129.jpg,gauss_noise,high,9.2846,2320.6,,,
249219,000000249219.jpg,gauss_noise,high,10.6758,2335.8,,,
249550,000000249550.jpg,gauss_noise,high,10.7905,2252.42,,,
249786,000000249786.jpg,gauss_noise,high,12.8908,1678.64,,,
250901,000000250901.jpg,gauss_noise,high,7.4505,2092.61,,,
251119,000000251119.jpg,gauss_noise,high,8.7161,2149.86,,,
251537,000000251537.jpg,gauss_noise,high,9.1795,2048.23,,,
251824,000000251824.jpg,gauss_noise,high,10.3896,1833.81,,,
252294,000000252294.jpg,gauss_noise,high,9.6238,2296.72,,,
253386,000000253386.jpg,gauss_noise,high,2.9901,2029.45,,,
253433,000000253433.jpg,gauss_noise,high,8.9911,2111.56,,,
253452,000000253452.jpg,gauss_noise,high,8.893,2051.04,,,
253695,000000253695.jpg,gauss_noise,high,9.2075,1776.88,,,
253742,000000253742.jpg,gauss_noise,high,10.8888,1708.54,,,
253819,000000253819.jpg,gauss_noise,high,13.6999,1599.84,,,
254016,000000254016.jpg,gauss_noise,high,9.3474,2045.14,,,
255401,000000255401.jpg,gauss_noise,high,12.7639,1824.84,,,
255483,000000255483.jpg,gauss_noise,high,15.2096,1724.96,,,
255536,000000255536.jpg,gauss_noise,high,10.5128,1735.3,,,
255747,000000255747.jpg,gauss_noise,high,10.7255,1619.18,,,
255824,000000255824.jpg,gauss_noise,high,11.3009,2440.66,,,
255912,000000255912.jpg,gauss_noise,high,9.4455,2086.29,,,
255917,000000255917.jpg,gauss_noise,high,12.1625,2176.66,,,
256518,000000256518.jpg,gauss_noise,high,9.8007,1809.06,,,
256868,000000256868.jpg,gauss_noise,high,9.7144,1984.88,,,
256916,000000256916.jpg,gauss_noise,high,8.2969,2347.13,,,
256941,000000256941.jpg,gauss_noise,high,4.8072,2205.85,,,
257169,000000257169.jpg,gauss_noise,high,11.0639,2213.34,,,
257478,000000257478.jpg,gauss_noise,high,9.6704,1525.42,,,
258388,000000258388.jpg,gauss_noise,high,1.7394,1952.65,,,
259382,000000259382.jpg,gauss_noise,high,10.3175,1596.57,,,
259571,000000259571.jpg,gauss_noise,high,8.1432,2233.31,,,
259690,000000259690.jpg,gauss_noise,high,11.2823,1625.15,,,
259830,000000259830.jpg,gauss_noise,high,9.0333,2390.95,,,
260105,000000260105.jpg,gauss_noise,high,11.709,1628.89,,,
260470,000000260470.jpg,gauss_noise,high,8.9996,2400.59,,,
260925,000000260925.jpg,gauss_noise,high,9.0717,1962.8,,,
261061,000000261061.jpg,gauss_noise,high,8.4384,1504.9,,,
261097,000000261097.jpg,gauss_noise,high,9.6491,1725.69,,,
261161,000000261161.jpg,gauss_noise,high,12.1079,1559.52,,,
261982,000000261982.jpg,gauss_noise,high,12.0467,2478.82,,,
262048,000000262048.jpg,gauss_noise,high,13.3151,1536.33,,,
262440,000000262440.jpg,gauss_noise,high,7.6202,2328.07,,,
262682,000000262682.jpg,gauss_noise,high,8.7175,1825.16,,,
262938,000000262938.jpg,gauss_noise,high,11.221,1890.3,,,
263068,000000263068.jpg,gauss_noise,high,8.6373,1686.65,,,
263403,000000263403.jpg,gauss_noise,high,13.895,1646.13,,,
263425,000000263425.jpg,gauss_noise,high,7.1246,2071.52,,,
263463,000000263463.jpg,gauss_noise,high,11.3417,1939.74,,,
264335,000000264335.jpg,gauss_noise,high,11.3621,2229.86,,,
264441,000000264441.jpg,gauss_noise,high,7.9583,1818.46,,,
265108,000000265108.jpg,gauss_noise,high,9.3004,1717.59,,,
265816,000000265816.jpg,gauss_noise,high,11.197,1975.22,,,
266082,000000266082.jpg,gauss_noise,high,10.4842,2030.83,,,
266400,000000266400.jpg,gauss_noise,high,13.4941,1658.78,,,
267191,000000267191.jpg,gauss_noise,high,10.375,1703.29,,,
267351,000000267351.jpg,gauss_noise,high,11.0456,2267.62,,,
267537,000000267537.jpg,gauss_noise,high,8.9064,2147.75,,,
267670,000000267670.jpg,gauss_noise,high,9.0409,2321.57,,,
267933,000000267933.jpg,gauss_noise,high,11.1077,1590.08,,,
267940,000000267940.jpg,gauss_noise,high,9.7208,2217.27,,,
268000,000000268000.jpg,gauss_noise,high,11.2544,1698.95,,,
268729,000000268729.jpg,gauss_noise,high,10.1655,1867.16,,,
268831,000000268831.jpg,gauss_noise,high,14.9301,1771.91,,,
269113,000000269113.jpg,gauss_noise,high,10.0977,1806.12,,,
269316,000000269316.jpg,gauss_noise,high,8.668,2470.78,,,
269682,000000269682.jpg,gauss_noise,high,8.8504,2221.32,,,
270244,000000270244.jpg,gauss_noise,high,7.7704,1599.56,,,
270297,000000270297.jpg,gauss_noise,high,9.1703,2416.85,,,
270677,000000270677.jpg,gauss_noise,high,7.1144,2353.87,,,
271728,000000271728.jpg,gauss_noise,high,8.5345,2444.42,,,
271997,000000271997.jpg,gauss_noise,high,10.835,1920.11,,,
272136,000000272136.jpg,gauss_noise,high,8.6739,1854.39,,,
273132,000000273132.jpg,gauss_noise,high,11.2432,1937.89,,,
273198,000000273198.jpg,gauss_noise,high,11.5789,1947.35,,,
273420,000000273420.jpg,gauss_noise,high,10.9491,1993.65,,,
273617,000000273617.jpg,gauss_noise,high,6.718,2128.69,,,
273712,000000273712.jpg,gauss_noise,high,8.8963,2339.47,,,
273760,000000273760.jpg,gauss_noise,high,10.003,2155.15,,,
274219,000000274219.jpg,gauss_noise,high,10.9044,1506.09,,,
274272,000000274272.jpg,gauss_noise,high,10.6566,1659.33,,,
274411,000000274411.jpg,gauss_noise,high,7.4209,1849.28,,,
274460,000000274460.jpg,gauss_noise,high,13.6735,1622.05,,,
275749,000000275749.jpg,gauss_noise,high,8.1322,2421.97,,,
276024,000000276024.jpg,gauss_noise,high,9.3031,2269.66,,,
276055,000000276055.jpg,gauss_noise,high,10.7406,2326.13,,,
277020,000000277020.jpg,gauss_noise,high,8.9399,2053.98,,,
277584,000000277584.jpg,gauss_noise,high,9.307,1966.08,,,
278848,000000278848.jpg,gauss_noise,high,8.9307,2406.1,,,
279145,000000279145.jpg,gauss_noise,high,7.9564,2404.48,,,
279541,000000279541.jpg,gauss_noise,high,8.1755,2121.44,,,
279714,000000279714.jpg,gauss_noise,high,13.2286,1655.25,,,
279774,000000279774.jpg,gauss_noise,high,9.4709,2278.77,,,
279927,000000279927.jpg,gauss_noise,high,13.4335,1587.14,,,
280930,000000280930.jpg,gauss_noise,high,9.4239,2144.89,,,
281929,000000281929.jpg,gauss_noise,high,11.3906,1515.45,,,
282296,000000282296.jpg,gauss_noise,high,7.5953,1636.49,,,
282912,000000282912.jpg,gauss_noise,high,7.7995,2273.11,,,
283037,000000283037.jpg,gauss_noise,high,5.963,2183.67,,,
283412,000000283412.jpg,gauss_noise,high,11.6318,2010.0,,,
284445,000000284445.jpg,gauss_noise,high,10.0955,2211.33,,,
284762,000000284762.jpg,gauss_noise,high,13.2477,2044.32,,,
284764,000000284764.jpg,gauss_noise,high,13.3609,2008.87,,,
285349,000000285349.jpg,gauss_noise,high,7.6536,2190.11,,,
286422,000000286422.jpg,gauss_noise,high,13.4279,1602.78,,,
286660,000000286660.jpg,gauss_noise,high,8.5494,2396.05,,,
286708,000000286708.jpg,gauss_noise,high,11.1099,1713.81,,,
286908,000000286908.jpg,gauss_noise,high,12.0521,2426.74,,,
287291,000000287291.jpg,gauss_noise,high,10.8618,1877.06,,,
287527,000000287527.jpg,gauss_noise,high,11.6851,1904.9,,,
288391,000000288391.jpg,gauss_noise,high,11.5477,1521.68,,,
288584,000000288584.jpg,gauss_noise,high,8.9259,1848.06,,,
288862,000000288862.jpg,gauss_noise,high,5.7218,2144.55,,,
289417,000000289417.jpg,gauss_noise,high,9.8869,2149.76,,,
289516,000000289516.jpg,gauss_noise,high,11.7843,1664.86,,,
289586,000000289586.jpg,gauss_noise,high,9.9708,1809.44,,,
289594,000000289594.jpg,gauss_noise,high,12.0194,1558.92,,,
289659,000000289659.jpg,gauss_noise,high,10.2678,2363.99,,,
289960,000000289960.jpg,gauss_noise,high,10.8376,2429.44,,,
289992,000000289992.jpg,gauss_noise,high,6.6207,2109.39,,,
290592,000000290592.jpg,gauss_noise,high,7.7556,1790.42,,,
291664,000000291664.jpg,gauss_noise,high,12.3312,1938.33,,,
292005,000000292005.jpg,gauss_noise,high,9.8937,1641.87,,,
292155,000000292155.jpg,gauss_noise,high,8.6517,2110.3,,,
292415,000000292415.jpg,gauss_noise,high,9.1707,2475.71,,,
292456,000000292456.jpg,gauss_noise,high,13.415,1586.85,,,
293044,000000293044.jpg,gauss_noise,high,8.2032,2108.32,,,
293245,000000293245.jpg,gauss_noise,high,12.1669,1534.51,,,
293804,000000293804.jpg,gauss_noise,high,6.5708,2379.05,,,
294350,000000294350.jpg,gauss_noise,high,10.5294,1839.75,,,
295797,000000295797.jpg,gauss_noise,high,7.3362,2048.53,,,
295809,000000295809.jpg,gauss_noise,high,9.7193,2055.31,,,
296224,000000296224.jpg,gauss_noise,high,11.3127,1677.43,,,
296284,000000296284.jpg,gauss_noise,high,7.3908,2091.36,,,
296649,000000296649.jpg,gauss_noise,high,9.0274,2459.42,,,
296969,000000296969.jpg,gauss_noise,high,10.5765,1804.98,,,
297022,000000297022.jpg,gauss_noise,high,12.4587,2058.75,,,
297353,000000297353.jpg,gauss_noise,high,6.2022,1685.88,,,
297427,000000297427.jpg,gauss_noise,high,9.2242,2316.01,,,
297562,000000297562.jpg,gauss_noise,high,8.7233,1546.42,,,
298396,000000298396.jpg,gauss_noise,high,8.7409,2228.81,,,
298738,000000298738.jpg,gauss_noise,high,8.0831,2003.04,,,
299720,000000299720.jpg,gauss_noise,high,9.0846,2229.97,,,
299887,000000299887.jpg,gauss_noise,high,8.5387,2410.15,,,
300039,000000300039.jpg,gauss_noise,high,8.8112,1946.86,,,
300341,000000300341.jpg,gauss_noise,high,6.543,1815.97,,,
300659,000000300659.jpg,gauss_noise,high,12.821,2157.44,,,
300913,000000300913.jpg,gauss_noise,high,8.641,2102.2,,,
302107,000000302107.jpg,gauss_noise,high,12.7092,1625.46,,,
302882,000000302882.jpg,gauss_noise,high,6.8565,2218.32,,,
303305,000000303305.jpg,gauss_noise,high,9.8215,2126.55,,,
303893,000000303893.jpg,gauss_noise,high,11.2256,1788.04,,,
304984,000000304984.jpg,gauss_noise,high,13.2923,2261.02,,,
305309,000000305309.jpg,gauss_noise,high,8.9141,1944.27,,,
305609,000000305609.jpg,gauss_noise,high,9.5624,2281.83,,,
306136,000000306136.jpg,gauss_noise,high,5.5377,2015.24,,,
306139,000000306139.jpg,gauss_noise,high,5.8966,2364.01,,,
306893,000000306893.jpg,gauss_noise,high,10.212,1790.82,,,
307145,000000307145.jpg,gauss_noise,high,7.1463,1974.11,,,
307658,000000307658.jpg,gauss_noise,high,7.8187,2354.86,,,
308193,000000308193.jpg,gauss_noise,high,11.9021,1855.88,,,
308394,000000308394.jpg,gauss_noise,high,2.9591,2391.38,,,
308476,000000308476.jpg,gauss_noise,high,11.411,1546.91,,,
309452,000000309452.jpg,gauss_noise,high,8.6995,1936.19,,,
309484,000000309484.jpg,gauss_noise,high,9.5763,1654.03,,,
309495,000000309495.jpg,gauss_noise,high,7.9728,2072.17,,,
310862,000000310862.jpg,gauss_noise,high,10.7716,2040.86,,,
311928,000000311928.jpg,gauss_noise,high,8.2255,1901.28,,,
311950,000000311950.jpg,gauss_noise,high,15.0339,1757.34,,,
312263,000000312263.jpg,gauss_noise,high,7.5256,2333.73,,,
312278,000000312278.jpg,gauss_noise,high,10.0864,1864.55,,,
312586,000000312586.jpg,gauss_noise,high,10.0365,2110.55,,,
313182,000000313182.jpg,gauss_noise,high,13.5663,2007.84,,,
313588,000000313588.jpg,gauss_noise,high,9.907,1595.96,,,
314264,000000314264.jpg,gauss_noise,high,11.432,1561.21,,,
314541,000000314541.jpg,gauss_noise,high,9.9885,1500.18,,,
314709,000000314709.jpg,gauss_noise,high,14.6012,1850.87,,,
314914,000000314914.jpg,gauss_noise,high,9.9163,2405.01,,,
315219,000000315219.jpg,gauss_noise,high,8.6086,2122.11,,,
315257,000000315257.jpg,gauss_noise,high,10.4153,2184.97,,,
315492,000000315492.jpg,gauss_noise,high,9.1615,2476.3,,,
316015,000000316015.jpg,gauss_noise,high,9.7811,1885.97,,,
316666,000000316666.jpg,gauss_noise,high,5.062,2456.5,,,
319534,000000319534.jpg,gauss_noise,high,9.6574,2190.58,,,
319617,000000319617.jpg,gauss_noise,high,10.7815,1884.41,,,
319696,000000319696.jpg,gauss_noise,high,7.2594,1796.85,,,
319721,000000319721.jpg,gauss_noise,high,11.7134,1632.12,,,
320425,000000320425.jpg,gauss_noise,high,10.1766,1893.98,,,
320490,000000320490.jpg,gauss_noise,high,7.9984,1946.14,,,
320664,000000320664.jpg,gauss_noise,high,10.1341,1954.47,,,
320743,000000320743.jpg,gauss_noise,high,9.8735,2323.48,,,
321790,000000321790.jpg,gauss_noise,high,6.1781,2323.34,,,
322163,000000322163.jpg,gauss_noise,high,9.4281,2332.15,,,
322352,000000322352.jpg,gauss_noise,high,8.6544,2023.4,,,
322574,000000322574.jpg,gauss_noise,high,9.4879,1614.58,,,
322724,000000322724.jpg,gauss_noise,high,12.9852,2198.22,,,
322864,000000322864.jpg,gauss_noise,high,8.8134,1683.41,,,
322895,000000322895.jpg,gauss_noise,high,10.7812,2082.85,,,
323828,000000323828.jpg,gauss_noise,high,9.1476,1579.63,,,
323895,000000323895.jpg,gauss_noise,high,10.4944,1920.74,,,
324614,000000324614.jpg,gauss_noise,high,12.379,2267.18,,,
325031,000000325031.jpg,gauss_noise,high,10.5493,1596.06,,,
326128,000000326128.jpg,gauss_noise,high,11.913,2273.42,,,
326174,000000326174.jpg,gauss_noise,high,9.9611,1525.05,,,
326462,000000326462.jpg,gauss_noise,high,10.3764,2075.66,,,
326542,000000326542.jpg,gauss_noise,high,13.0449,1887.91,,,
326970,000000326970.jpg,gauss_noise,high,11.5166,1591.83,,,
327601,000000327601.jpg,gauss_noise,high,7.8837,2299.69,,,
327769,000000327769.jpg,gauss_noise,high,10.5911,2477.13,,,
327780,000000327780.jpg,gauss_noise,high,11.9328,2226.83,,,
328238,000000328238.jpg,gauss_noise,high,10.4159,1649.24,,,
328430,000000328430.jpg,gauss_noise,high,11.5184,1502.13,,,
329319,000000329319.jpg,gauss_noise,high,9.4544,1559.87,,,
329827,000000329827.jpg,gauss_noise,high,14.4077,1647.27,,,
330369,000000330369.jpg,gauss_noise,high,8.8904,2006.18,,,
330790,000000330790.jpg,gauss_noise,high,11.1052,1618.61,,,
330818,000000330818.jpg,gauss_noise,high,9.8869,2445.74,,,
331280,000000331280.jpg,gauss_noise,high,10.7231,2077.71,,,
331317,000000331317.jpg,gauss_noise,high,9.3607,2135.18,,,
331569,000000331569.jpg,gauss_noise,high,9.2203,1806.3,,,
331817,000000331817.jpg,gauss_noise,high,10.0208,2326.82,,,
332318,000000332318.jpg,gauss_noise,high,10.001,1669.03,,,
332455,000000332455.jpg,gauss_noise,high,9.5248,1964.7,,,
332845,000000332845.jpg,gauss_noise,high,8.4381,1804.61,,,
332901,000000332901.jpg,gauss_noise,high,11.1287,1535.43,,,
333237,000000333237.jpg,gauss_noise,high,12.0733,2095.95,,,
333745,000000333745.jpg,gauss_noise,high,10.6466,1514.09,,,
333956,000000333956.jpg,gauss_noise,high,11.081,2171.39,,,
334006,000000334006.jpg,gauss_noise,high,11.6953,1867.03,,,
334521,000000334521.jpg,gauss_noise,high,12.4471,1817.27,,,
335954,000000335954.jpg,gauss_noise,high,10.285,1552.65,,,
336053,000000336053.jpg,gauss_noise,high,9.3692,2072.71,,,
336232,000000336232.jpg,gauss_noise,high,9.1681,1613.87,,,
336587,000000336587.jpg,gauss_noise,high,8.6377,2400.88,,,
338304,000000338304.jpg,gauss_noise,high,7.7443,1923.4,,,
338428,000000338428.jpg,gauss_noise,high,10.1614,1624.03,,,
338532,000000338532.jpg,gauss_noise,high,11.2668,2092.27,,,
338625,000000338625.jpg,gauss_noise,high,10.2455,2431.94,,,
338901,000000338901.jpg,gauss_noise,high,9.7692,1794.36,,,
338905,000000338905.jpg,gauss_noise,high,11.2989,1953.0,,,
339823,000000339823.jpg,gauss_noise,high,9.3851,2312.66,,,
339870,000000339870.jpg,gauss_noise,high,3.6178,1964.96,,,
340272,000000340272.jpg,gauss_noise,high,11.3625,1989.43,,,
340451,000000340451.jpg,gauss_noise,high,11.4073,1816.52,,,
340697,000000340697.jpg,gauss_noise,high,10.5738,1515.33,,,
